rank	title	composer	category	year	stars
2103	Five Bagatelles	William Walton	String solo	1971	0
2104	The Mandarin's Son	César Cui	Opera	1859	0
2105	Symphony No. 1 in B-flat Major	Charles Villiers Stanford	Symphony	1876	0
2106	Sonata for quarter-tone Piano	Alois Hába	Piano Sonata	1947	0
2107	Missa de Apostolis	Heinrich Isaac	Mass / Requiem		0
2108	A Child of Our Time	Michael Tippett	Voice and Orchestra	1941	0
2109	Missa	Giovanni Legrenzi	Mass / Requiem		0
2110	Cantata per il Santissimo Natale	Alessandro Stradella	Choral orchestral		0
2111	Kreuzspiel	Karlheinz Stockhausen	Unsorted Orchestral	1951	0
2112	String Quartet No. 2 in E Major, Op. 10	Max Bruch	String Quartet	1860	0
2113	La rondine (The Swallow)	Giacomo Puccini	Opera	1916	0
2114	Manon Lescaut	Giacomo Puccini	Opera	1893	0
2115	El Salón México	Aaron Copland	Symphonic Poem	1936	0
2116	Music for a Scene from Shelley, Op. 7	Samuel Barber	Symphonic Poem	1933	0
2117	Thésée, LWV 51	Jean-Baptiste Lully	Opera	1675	0
2118	Iphigénie en Aulide, Wq. 40	Christoph Willibald Gluck	Opera	1774	0
2119	Piano Sonata, Op. 26	Samuel Barber	Piano Sonata	1949	0
2120	String Quartet No. 3 in E-flat Minor	Juan Crisóstomo Arriaga	String Quartet	1823	0
2121	String Quartet No. 2 in G Major, Op. 18 No. 2	Ludwig van Beethoven	String Quartet	1800	0
2122	The Dharma at Big Sur	John Adams	Violin Concerto	2003	0
2123	Poème de l'amour et de la mer, Op. 19	Ernest Chausson	Voice and Orchestra	1890	0
2124	Piano Quintet No. 1 in C Minor, Op. 1	Ernő Dohnányi	Piano Quintet	1895	0
2125	Symphony No. 93 in D Major, Hoboken I/93	Joseph Haydn	Symphony	1791	0
2126	Symphony No. 53 in D Major (L'Impériale), Hoboken I/53	Joseph Haydn	Symphony	1777	0
2127	Piano Concerto No. 14 in E-flat Major, K. 449	Wolfgang Amadeus Mozart	Piano Concerto	1784	0
2128	Trois poèmes de Mallarmé	Maurice Ravel	Lieder / Song	1913	0
2129	Gesänge aus Wilhelm Meister, D. 877	Franz Schubert	Lieder / Song	1826	0
2130	Violin Sonata in G Minor, D. 408	Franz Schubert	Violin Sonata	1816	0
2131	Viola, D. 786	Franz Schubert	Lieder / Song	1823	0
2132	Belshazzar's Feast (Belsazars gästabud), Op. 51	Jean Sibelius	Voice and Orchestra	1906	0
2133	Das Augenlicht, Op. 26	Anton Webern	Voice and Orchestra	1935	0
2134	Poème Lyrique, Op. 12	Alexander Glazunov	Unsorted Orchestral	1887	0
2135	Stabat Mater	Karol Szymanowski	Choral orchestral	1926	0
2136	Piano Trio No. 5 in E Major, Op. 83	Johann Nepomuk Hummel	Piano Trio	1819	0
2137	Rendering	Luciano Berio	Unsorted Orchestral	1990	0
2138	La Chanson d'Ève, Op. 95	Gabriel Fauré	Lieder / Song	1910	0
2139	Stele (ΣΤΉΛΗ), Op. 33	György Kurtág	Unsorted Orchestral	1994	0
2140	Organ Concerto in G Minor, FP 93	Francis Poulenc	Unsorted Orchestral	1938	0
2141	Symphony No. 7 (Seven Gates of Jerusalem)	Krzysztof Penderecki	Symphony	1996	0
2142	String Quartet No. 6	George Rochberg	String Quartet	1978	0
2143	Carré	Karlheinz Stockhausen	Voice and Orchestra	1960	0
2144	Symphony in C Minor (La Paix), Op. 31	Paul Wranitzky	Symphony	1797	0
2145	Piano Concerto in C Major	Muzio Clementi	Piano Concerto	1796	0
2146	Proverb	Steve Reich	Voice and Orchestra	1995	0
2147	Noe, noe, psallite	Jean Mouton	Chant		0
2148	Missa Pro fidelibus defunctis	Antoine de Févin	Mass / Requiem		0
2149	Flute Concertos	Johann Joachim Quantz	Wind Concerto		0
2150	Iphigénie en Tauride (Iphigenia in Tauris), Wq. 46	Christoph Willibald Gluck	Opera	1779	0
2151	The Love for Three Oranges (L'Amour des trois oranges), Op. 33	Sergei Prokofiev	Opera	1919	0
2152	Taras Bulba	Leoš Janáček	Unsorted Orchestral	1918	0
2153	8 Klavierstücke, Op. 76	Johannes Brahms	Piano Sonata	1878	0
2154	Proses lyriques, L. 84	Claude Debussy	Lieder / Song	1893	0
2155	Cello Concerto in A Minor, Op. 22	Samuel Barber	Cello Concerto	1945	0
2156	Sylvia	Léo Delibes	Ballet	1876	0
2157	Songs of Farewell	Frederick Delius	Voice and Orchestra	1930	0
2158	String Quartet No. 2 in D-flat Major, Op. 15	Ernő Dohnányi	String Quartet	1906	0
2159	Ariane et Barbe-bleue	Paul Dukas	Opera	1906	0
2160	Suite for String Orchestra, H. 93	Frank Bridge	Unsorted Orchestral	1909	0
2161	St. Cecilia Mass in G Major (Messe solennelle en l’honneur de Sainte-Cécile)	Charles Gounod	Mass / Requiem	1855	0
2162	Symphony No. 97 in C Major, Hoboken I/97	Joseph Haydn	Symphony	1792	0
2163	Piano Sonata No. 15 in C Major (Reliquie), D. 840	Franz Schubert	Piano Sonata	1825	0
2164	Andante and Variations, Op. 46	Robert Schumann	Piano duet / Piano four hands	1846	0
2165	Bunte Blätter, Op. 99	Robert Schumann	Piano Sonata	1849	0
2166	Spanisches Liederspiel, Op. 74	Robert Schumann	Lieder / Song	1849	0
2167	Taillefer, Op. 52	Richard Strauss	Voice and Orchestra	1903	0
2168	Penthesilea	Hugo Wolf	Symphonic Poem	1885	0
2169	Symphonies of Wind Instruments	Igor Stravinsky	Unsorted Orchestral	1920	0
2170	Phantasy Quintet	Ralph Vaughan Williams	String Quintet	1912	0
2171	String Quartet No. 2	Elliott Carter	String Quartet	1959	0
2172	Concerto for Coloratura and Orchestra, Op. 82	Reinhold Glière	Voice and Orchestra	1943	0
2173	Psalmus Hungaricus, Op. 13	Zoltán Kodály	Choral orchestral	1923	0
2174	Petites esquisses d'oiseaux	Olivier Messiaen	Piano Sonata	1985	0
2175	Como una ola de fuerza y luz	Luigi Nono	Voice and Orchestra	1972	0
2176	Il canto sospeso	Luigi Nono	Voice and Orchestra	1956	0
2177	Gloria, FP 177	Francis Poulenc	Choral orchestral		0
2178	Trio for Oboe, Bassoon and Piano, FP 43	Francis Poulenc	Piano Trio	1926	0
2179	Suite for Violin, Clarinet and Piano, Op. 157b	Darius Milhaud	Piano Trio	1936	0
2180	Se Li Maus C'amours Envoie	Adam de la Halle	Lieder / Song		0
2181	Symphony No. 1 in C Minor, Op. 2	Norbert Burgmüller	Symphony	1833	0
2182	Magnificat and Nunc dimittis, Op. 81	Charles Villiers Stanford	Choral orchestral	1902	0
2183	Innsbruck, ich muss dich lassen	Heinrich Isaac	Lieder / Song		0
